# case	step	relation (explicit) or digest (corpus)
transformed_copy	transform2	modified 305d8c155fccca3395d300dec57abe51 305d8c155fccca3395d300dec57abe51
transformed_copy	transform2	modified 3eaf0ba0b844308b105c1fc4d3ba190f 3eaf0ba0b844308b105c1fc4d3ba190f
transformed_copy	transform2	modified 59982c9f30cca251943cd59e8123731d 59982c9f30cca251943cd59e8123731d
transformed_copy	transform2	modified 5b42d2eb97171a9b7998e606120339a0 5b42d2eb97171a9b7998e606120339a0
transformed_copy	transform2	modified 665ec6a8904430664792d73f7b1e6de8 665ec6a8904430664792d73f7b1e6de8
transformed_copy	transform2	modified 677ce65190cca266994223a18f3342a1 677ce65190cca266994223a18f3342a1
transformed_copy	transform2	modified 6dfffab66f8038c4b6614d2d7a71e087 6dfffab66f8038c4b6614d2d7a71e087
transformed_copy	transform2	modified 6f41b373c9193198afe3497f9b0d499e 6f41b373c9193198afe3497f9b0d499e
transformed_copy	transform2	modified 81bb743457ccca4ddc19a262970e81b6 81bb743457ccca4ddc19a262970e81b6
transformed_copy	transform2	modified 9b9aa733878037259338887124b99e18 9b9aa733878037259338887124b99e18
transformed_copy	transform2	modified 9d115b0bc8cca256d57e291f44a766fe 9d115b0bc8cca256d57e291f44a766fe
transformed_copy	transform2	modified 9e3443212863856e2546a7a672a9dcb4 9e3443212863856e2546a7a672a9dcb4
transformed_copy	transform2	modified 9ebc01582f171aa0bada3986d5872d81 9ebc01582f171aa0bada3986d5872d81
transformed_copy	transform2	modified a3946f70a78038b4f29d52ab2fe604e4 a3946f70a78038b4f29d52ab2fe604e4
transformed_copy	transform2	modified a9d7f5152844306b88d42ac03ea261c9 a9d7f5152844306b88d42ac03ea261c9
transformed_copy	transform2	modified b29c113867171be1476b1f356bf84a1e b29c113867171be1476b1f356bf84a1e
transformed_copy	transform2	modified b2bae1e06119319df1249d005e913d7f b2bae1e06119319df1249d005e913d7f
transformed_copy	transform2	modified c534a2a0efccca531d5af5e35a927597 c534a2a0efccca531d5af5e35a927597
transformed_copy	transform2	modified da6a9ce839193179285b547b05f59258 da6a9ce839193179285b547b05f59258
transformed_copy	transform2	modified df13d5a01f80372ad479dbf1e83d91f9 df13d5a01f80372ad479dbf1e83d91f9
transformed_copy	transform2	modified e08a897860cca25c16bf7ca0082b5adf e08a897860cca25c16bf7ca0082b5adf
transformed_copy	transform2	modified ece45da8c7ccca2e5491ad5e01f6ca70 ece45da8c7ccca2e5491ad5e01f6ca70
transformed_copy	transform2	modified ed512381c0443070ca157e41022655aa ed512381c0443070ca157e41022655aa
transformed_copy	transform2	modified f6153fa4ff171be688ac72b62f7c3dff f6153fa4ff171be688ac72b62f7c3dff
transformed_copy	transform2	modified fac9175b27ccca435996fb61100699f4 fac9175b27ccca435996fb61100699f4
transformed_copy	transform2	modified fb35dd3420443085cf1acc441036252e fb35dd3420443085cf1acc441036252e
transformed_copy	composed	generated L60 25f68da807db11364c0820f1e2ea250f start_cap
transformed_copy	composed	generated L60 9e3443212863856e2546a7a672a9dcb4 end_cap
transformed_copy	composed	generated L61 2ba9b45f37171bd6c4e87833e4f0625c wall
transformed_copy	composed	generated L61 59982c9f30cca251943cd59e8123731d top_edge
transformed_copy	composed	generated L61 a3946f70a78038b4f29d52ab2fe604e4 bottom_edge
transformed_copy	composed	generated L62 6dfffab66f8038c4b6614d2d7a71e087 bottom_edge
transformed_copy	composed	generated L62 9d115b0bc8cca256d57e291f44a766fe top_edge
transformed_copy	composed	generated L62 f6153fa4ff171be688ac72b62f7c3dff wall
transformed_copy	composed	generated L63 2a86cc49d78038bf751ff9acb6edeca6 bottom_edge
transformed_copy	composed	generated L63 b29c113867171be1476b1f356bf84a1e wall
transformed_copy	composed	generated L63 e08a897860cca25c16bf7ca0082b5adf top_edge
transformed_copy	composed	generated L64 2403b7e4f8cca2615800d020cbaf4ec0 top_edge
transformed_copy	composed	generated L64 9ebc01582f171aa0bada3986d5872d81 wall
transformed_copy	composed	generated L64 df13d5a01f80372ad479dbf1e83d91f9 bottom_edge
transformed_copy	composed	generated L65 5b42d2eb97171a9b7998e606120339a0 wall
transformed_copy	composed	generated L65 677ce65190cca266994223a18f3342a1 top_edge
transformed_copy	composed	generated L65 9b9aa733878037259338887124b99e18 bottom_edge
transformed_copy	composed	generated L161 2bc88507311931936ea1f5fed78955bd bottom_vertex
transformed_copy	composed	generated L161 ed512381c0443070ca157e41022655aa vertical
transformed_copy	composed	generated L161 fac9175b27ccca435996fb61100699f4 top_vertex
transformed_copy	composed	generated L162 6f41b373c9193198afe3497f9b0d499e bottom_vertex
transformed_copy	composed	generated L162 a9d7f5152844306b88d42ac03ea261c9 vertical
transformed_copy	composed	generated L162 c534a2a0efccca531d5af5e35a927597 top_vertex
transformed_copy	composed	generated L163 665ec6a8904430664792d73f7b1e6de8 vertical
transformed_copy	composed	generated L163 81bb743457ccca4ddc19a262970e81b6 top_vertex
transformed_copy	composed	generated L163 b2bae1e06119319df1249d005e913d7f bottom_vertex
transformed_copy	composed	generated L164 305d8c155fccca3395d300dec57abe51 top_vertex
transformed_copy	composed	generated L164 3eaf0ba0b844308b105c1fc4d3ba190f vertical
transformed_copy	composed	generated L164 da6a9ce839193179285b547b05f59258 bottom_vertex
transformed_copy	composed	generated L165 1de3cb54d119317e699ca7fbc9798639 bottom_vertex
transformed_copy	composed	generated L165 ece45da8c7ccca2e5491ad5e01f6ca70 top_vertex
transformed_copy	composed	generated L165 fb35dd3420443085cf1acc441036252e vertical
box_ppp	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_ppp	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_ppp	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_ppp	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_ppp	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_ppp	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_ppp	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_ppp	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_ppp	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_ppp	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_ppp	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_ppp	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_ppp	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_ppp	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_ppp	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_ppp	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_ppp	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_ppp	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_ppp	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_ppp	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_ppp	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_ppp	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_ppp	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_ppp	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_ppp	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_ppp	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_ppn	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_ppn	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_ppn	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_ppn	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_ppn	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_ppn	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_ppn	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_ppn	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_ppn	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_ppn	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_ppn	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_ppn	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_ppn	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_ppn	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_ppn	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_ppn	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_ppn	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_ppn	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_ppn	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_ppn	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_ppn	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_ppn	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_ppn	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_ppn	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_ppn	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_ppn	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_pnp	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_pnp	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_pnp	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_pnp	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_pnp	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_pnp	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_pnp	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_pnp	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_pnp	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_pnp	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_pnp	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_pnp	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_pnp	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_pnp	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_pnp	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_pnp	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_pnp	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_pnp	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_pnp	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_pnp	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_pnp	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_pnp	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_pnp	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_pnp	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_pnp	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_pnp	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_pnn	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_pnn	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_pnn	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_pnn	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_pnn	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_pnn	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_pnn	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_pnn	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_pnn	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_pnn	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_pnn	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_pnn	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_pnn	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_pnn	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_pnn	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_pnn	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_pnn	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_pnn	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_pnn	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_pnn	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_pnn	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_pnn	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_pnn	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_pnn	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_pnn	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_pnn	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_npp	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_npp	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_npp	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_npp	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_npp	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_npp	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_npp	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_npp	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_npp	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_npp	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_npp	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_npp	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_npp	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_npp	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_npp	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_npp	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_npp	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_npp	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_npp	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_npp	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_npp	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_npp	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_npp	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_npp	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_npp	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_npp	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_npn	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_npn	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_npn	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_npn	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_npn	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_npn	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_npn	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_npn	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_npn	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_npn	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_npn	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_npn	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_npn	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_npn	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_npn	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_npn	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_npn	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_npn	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_npn	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_npn	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_npn	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_npn	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_npn	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_npn	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_npn	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_npn	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_nnp	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_nnp	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_nnp	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_nnp	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_nnp	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_nnp	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_nnp	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_nnp	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_nnp	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_nnp	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_nnp	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_nnp	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_nnp	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_nnp	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_nnp	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_nnp	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_nnp	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_nnp	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_nnp	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_nnp	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_nnp	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_nnp	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_nnp	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_nnp	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_nnp	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_nnp	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
box_nnn	construct	generated P0.b0 34f6d73ecef3cf252310977f73f041a6 start_cap
box_nnn	construct	generated P0.b0 3afdef8807ea51fc3f717fadc619a4ef end_cap
box_nnn	construct	generated P0.s0 2591a46848b8cc93f84a27adc21c32a4 top_edge
box_nnn	construct	generated P0.s0 47b72fb7b6845f6b4a7412c9cde4a887 bottom_edge
box_nnn	construct	generated P0.s0 51ad432040b5e4d3919b67f7ba2c04c7 wall
box_nnn	construct	generated P0.s1 2599181d54b8cc93f84a27b00cf42415 top_edge
box_nnn	construct	generated P0.s1 47afbc02aa845f6b4a7412c7830cb716 bottom_edge
box_nnn	construct	generated P0.s1 51a5cf6b34b5e4d3919b67f56f541356 wall
box_nnn	construct	generated P0.s2 25a08bd260b8cc93f84a27b257cc1586 top_edge
box_nnn	construct	generated P0.s2 47a8484d9e845f6b4a7412c53834c5a5 bottom_edge
box_nnn	construct	generated P0.s2 519e5bb628b5e4d3919b67f3247c21e5 wall
box_nnn	construct	generated P0.s3 25a7ff876cb8cc93f84a27b4a2a406f7 top_edge
box_nnn	construct	generated P0.s3 47a0d49892845f6b4a7412c2ed5cd434 bottom_edge
box_nnn	construct	generated P0.s3 5196e8011cb5e4d3919b67f0d9a43074 wall
box_nnn	construct	generated P0.v0 14145467dac249bcdbe93cad583cb950 vertical
box_nnn	construct	generated P0.v0 1549069e9c898b21e6761836d4ba0b91 bottom_vertex
box_nnn	construct	generated P0.v0 2082227fa0551df9389ffdaeb116555e top_vertex
box_nnn	construct	generated P0.v1 141bc81ce6c249bcdbe93cafa314aac1 vertical
box_nnn	construct	generated P0.v1 154192e990898b21e676183489e21a20 bottom_vertex
box_nnn	construct	generated P0.v1 20899634ac551df9389ffdb0fbee46cf top_vertex
box_nnn	construct	generated P0.v2 14233bd1f2c249bcdbe93cb1edec9c32 vertical
box_nnn	construct	generated P0.v2 1557ee08b4898b21e676183b6a69ee73 bottom_vertex
box_nnn	construct	generated P0.v2 20733b1588551df9389ffdaa1b66727c top_vertex
box_nnn	construct	generated P0.v3 142aaf86fec249bcdbe93cb438c48da3 vertical
box_nnn	construct	generated P0.v3 15507a53a8898b21e67618391f91fd02 bottom_vertex
box_nnn	construct	generated P0.v3 207aaeca94551df9389ffdac663e63ed top_vertex
corpus_0	digest	200 d4622ac4b5d4342af919e756e78a4a09
corpus_0_alternate	digest	50 710754b85ee2030a7b52042ce47511ee
corpus_1	digest	248 ce8cf4cbedc41f1a12e1d6e30699100b
corpus_1_alternate	digest	62 854468bba4c074c34853d298f892c4f9
corpus_2	digest	248 86f705d117ff263db47f4714aebaa897
corpus_2_alternate	digest	62 adc547c49d5fda5df1da6084b8e95b7e
corpus_3	digest	296 ca4df1c62f3e12f5bd7214f83377732f
corpus_3_alternate	digest	74 2a8b352c5443cee622556d8665b0c4b6
corpus_4	digest	296 7ad142214afc292080ca9584940e56b1
corpus_4_alternate	digest	74 2abd7a64ed54c841fbb62f49f9f4ae0a
corpus_5	digest	344 da9fe39768e40aabfe085c8546cbb6b5
corpus_5_alternate	digest	86 2435fadeef6fee26df7ffb3cfe34a5d4
corpus_6	digest	344 5e49f0180ffc76d2886e7817448e1f9d
corpus_6_alternate	digest	86 e1da1a75acc8b2c7a98c65b62859a53a
corpus_7	digest	392 fdd85d62046e8c976b2b025b2585b92d
corpus_7_alternate	digest	98 408de050ed4db177a36dc38f31ac6674
corpus_8	digest	392 401f54c4a4d4b1d11245dc1cba0c043b
corpus_8_alternate	digest	98 b8993657e2858f6e53ae254505a22317
corpus_9	digest	440 dd3dbb8fefac15c1515280dfbbc286f1
corpus_9_alternate	digest	110 76136ea3d510655f174b88a808909817
corpus_10	digest	440 d8219e678c13153d89fc92a004f510d3
corpus_10_alternate	digest	110 02e38455b3b535e5a02d9e1c06ebe71a
corpus_11	digest	488 176ae4c851b0b8e3327af6e8e3c1c651
corpus_11_alternate	digest	122 cef11c162a7bf4ccdee434efac95d6bd
corpus_12	digest	488 2e468f3cf158f67de9f98405851ed1df
corpus_12_alternate	digest	122 e014325b79c4125e86ea2237ff1464df
corpus_13	digest	224 f0267c714edbd4afa32b9553dbcc4a87
corpus_13_alternate	digest	56 21aa76377cadf7bf9746aeffd66dcd1c
corpus_14	digest	224 49b39bc5a401342d6f75d6ce9bc35577
corpus_14_alternate	digest	56 9eee3c1447a9245e6ecbb6a4089e04ea
corpus_15	digest	272 685e68033eba7f09c3a29a15c0149d43
corpus_15_alternate	digest	68 73bb236866d3f5b9aea9404ab7c8dc8b
corpus_16	digest	272 6bf6a5c3416d1b6f31c11aa8a652988f
corpus_16_alternate	digest	68 024fdea24809afd1833e55b9f7b5c00f
corpus_17	digest	320 d845a2f5b1c689e59543648b7f2f1a47
corpus_17_alternate	digest	80 3aedfe6009883db37cb405acdea6dc2c
corpus_18	digest	320 1e5ece5448281f293bd45ef25d507ebd
corpus_18_alternate	digest	80 375f6603d520d956856c646845c91f58
corpus_19	digest	368 2aecdb89b68a6fd269dfb51cf9014739
corpus_19_alternate	digest	92 49ee02e345e912ba61045c82dba902b6
corpus_20	digest	368 10a00962e99942c8ea98b2a3714edf95
corpus_20_alternate	digest	92 f33deb3abdddb32e606e81402b71872a
corpus_21	digest	416 bb84ffccf1f5428ff4057985ddebc991
corpus_21_alternate	digest	104 9d6f2523793fb0c1561f2781561cede6
corpus_22	digest	416 289635a316806c468e0e1338991dfd53
corpus_22_alternate	digest	104 c8b033cad7846e49586cf1514358cf4f
corpus_23	digest	464 8302a453752798f985bee98380ffbb27
corpus_23_alternate	digest	116 d82939fdf33b3aa3525e18aad8b4454e
corpus_24	digest	464 bf1a3de98a0a18aa92a50c73fd6235b9
corpus_24_alternate	digest	116 07530c2fe885840098ddb23a1962d3bb
corpus_25	digest	512 9486a0cad9fbf0c6081d833516264517
corpus_25_alternate	digest	128 1f0f679abeca3337c73e462ea63bd1ad
corpus_26	digest	200 1dcbbd9dff30add0ed92862b5fffa20b
corpus_26_alternate	digest	50 0b669c5f4fc64c0e86ed2ea447a39070
corpus_27	digest	248 0b6410a09021027f5da615db6f4315e3
corpus_27_alternate	digest	62 8b12e801389c52c1c9907bf4a2a2118a
corpus_28	digest	248 293247cc1df1348d856a66edd4f07935
corpus_28_alternate	digest	62 05d4a4d6cab2b9a16d09ffe43535977e
corpus_29	digest	296 2f168cddb876566e312e08c0ae508877
corpus_29_alternate	digest	74 f210d04130eddd61539bafe481214737
corpus_30	digest	296 f316bf5a11ce5ba0574003ed2019f769
